Driver,Team,Compound,Stint,PrevSector1,PrevSector2,PrevSector3,PrevLapTime,Sector2Time
0,9,2,1.0,29.62,38.091,25.447,93.158,38.034
0,9,2,1.0,29.733,38.034,25.606,93.373,38.062
0,9,2,1.0,29.543,38.062,25.454,93.059,37.726
0,9,2,1.0,29.783,37.726,25.337,92.846,37.717
0,9,2,1.0,29.879,37.717,25.418,93.014,37.648
0,9,2,1.0,29.816,37.648,25.475,92.939,37.603
0,9,2,1.0,29.718,37.603,25.477,92.798,37.646
0,9,2,1.0,29.786,37.646,25.501,92.933,37.679
0,9,2,1.0,29.765,37.679,25.629,93.073,37.723
0,9,2,1.0,29.81,37.723,25.448,92.981,37.38
0,9,2,1.0,29.743,37.38,25.444,92.567,37.424
0,9,2,1.0,29.864,37.424,25.481,92.769,37.413
0,9,2,1.0,29.682,37.413,25.443,92.538,37.395
0,9,2,1.0,29.539,37.395,25.331,92.265,37.652
0,9,2,1.0,29.57,37.652,25.956,93.178,37.832
0,9,2,1.0,29.588,37.832,27.453,94.873,37.694
0,9,2,1.0,30.198,37.694,27.431,95.323,41.761
0,9,2,1.0,34.216,41.761,28.642,104.619,38.624
0,9,2,1.0,31.395,38.624,26.511,96.53,37.757
0,9,2,1.0,30.17,37.757,25.719,93.646,37.685
0,9,2,1.0,29.764,37.685,25.637,93.086,37.613
0,9,2,1.0,29.758,37.613,25.52,92.891,38.141
0,9,2,1.0,29.631,38.141,26.188,93.96,38.761
0,9,2,1.0,29.917,38.761,26.934,95.612,43.153
0,9,1,2.0,30.626,43.153,29.992,103.771,41.494
0,9,1,2.0,58.472,41.494,28.493,128.459,41.29
0,9,1,2.0,32.027,41.29,28.409,101.726,41.744
0,9,1,2.0,32.255,41.744,29.272,103.271,41.623
0,9,1,2.0,32.454,41.623,29.152,103.229,42.125
0,9,1,2.0,32.626,42.125,29.553,104.304,42.557
0,9,1,2.0,32.729,42.557,29.534,104.82,42.763
0,9,1,2.0,33.108,42.763,29.345,105.216,43.02
0,9,1,2.0,33.118,43.02,29.064,105.202,42.03
0,9,1,2.0,32.953,42.03,28.092,103.075,40.87
0,9,2,3.0,31.87,40.87,27.533,100.273,38.585
0,9,2,3.0,53.115,38.585,25.978,117.678,36.956
0,9,2,3.0,29.039,36.956,24.894,90.889,36.947
0,9,2,3.0,28.644,36.947,25.124,90.715,36.742
0,9,2,3.0,28.921,36.742,24.795,90.458,36.486
0,9,2,3.0,28.831,36.486,24.809,90.126,36.502
0,9,2,3.0,28.967,36.502,25.271,90.74,36.6
0,9,2,3.0,29.201,36.6,24.605,90.406,36.438
0,9,2,3.0,29.113,36.438,24.683,90.234,36.306
0,9,2,3.0,29.107,36.306,24.735,90.148,36.381
0,9,2,3.0,29.132,36.381,24.555,90.068,36.352
0,9,2,3.0,29.038,36.352,24.57,89.96,36.201
0,9,2,3.0,29.05,36.201,24.577,89.828,36.248
0,9,2,3.0,29.163,36.248,24.505,89.916,36.186
1,1,2,1.0,29.547,38.343,25.312,93.202,38.035
1,1,2,1.0,29.481,38.035,25.435,92.951,37.816
1,1,2,1.0,29.728,37.816,25.648,93.192,37.643
1,1,2,1.0,29.488,37.643,25.486,92.617,37.554
1,1,2,1.0,29.595,37.554,25.524,92.673,37.605
1,1,2,1.0,29.605,37.605,25.502,92.712,37.519
1,1,2,1.0,29.612,37.519,25.365,92.496,37.516
1,1,2,1.0,29.634,37.516,25.429,92.579,37.615
1,1,2,1.0,29.651,37.615,25.475,92.741,37.617
1,1,2,1.0,29.557,37.617,25.374,92.548,37.415
1,1,2,1.0,29.553,37.415,25.459,92.427,37.535
1,1,2,1.0,29.543,37.535,25.439,92.517,37.348
1,1,2,1.0,29.586,37.348,25.449,92.383,37.413
1,1,2,1.0,29.565,37.413,25.281,92.259,37.417
1,1,2,1.0,29.583,37.417,25.59,92.59,37.985
1,1,2,1.0,29.631,37.985,27.398,95.014,38.583
1,1,2,1.0,30.038,38.583,27.259,95.88,42.239
1,1,2,1.0,35.872,42.239,29.159,107.27,39.108
1,1,2,1.0,31.208,39.108,26.164,96.48,37.614
1,1,2,1.0,29.68,37.614,25.705,92.999,37.493
1,1,2,1.0,29.437,37.493,25.743,92.673,37.212
1,1,2,1.0,29.686,37.212,25.695,92.593,37.836
1,1,2,1.0,29.949,37.836,26.303,94.088,38.985
1,1,2,1.0,29.912,38.985,26.79,95.687,43.186
1,1,1,2.0,30.688,43.186,29.744,103.618,41.822
1,1,1,2.0,52.917,41.822,29.688,124.427,41.517
1,1,1,2.0,32.901,41.517,28.654,103.072,41.847
1,1,1,2.0,32.527,41.847,28.203,102.577,41.53
1,1,1,2.0,32.417,41.53,28.849,102.796,42.017
1,1,1,2.0,32.451,42.017,29.222,103.69,42.065
1,1,1,2.0,32.69,42.065,29.507,104.262,42.109
1,1,1,2.0,32.987,42.109,29.279,104.375,42.599
1,1,1,2.0,32.897,42.599,28.755,104.251,41.834
1,1,1,2.0,32.485,41.834,28.194,102.513,41.001
1,1,2,3.0,32.089,41.001,27.657,100.747,39.697
1,1,2,3.0,53.337,39.697,26.2,119.234,36.952
1,1,2,3.0,29.107,36.952,25.087,91.146,36.912
1,1,2,3.0,28.694,36.912,24.988,90.594,36.368
1,1,2,3.0,28.958,36.368,24.841,90.167,36.291
1,1,2,3.0,29.019,36.291,24.788,90.098,36.26
1,1,2,3.0,28.979,36.26,24.691,89.93,36.206
1,1,2,3.0,28.986,36.206,24.679,89.871,36.126
1,1,2,3.0,29.004,36.126,24.623,89.753,36.094
1,1,2,3.0,29.031,36.094,24.585,89.71,36.302
1,1,2,3.0,29.15,36.302,24.662,90.114,36.687
1,1,2,3.0,29.108,36.687,24.905,90.7,36.699
1,1,2,3.0,29.212,36.699,24.816,90.727,36.591
1,1,2,3.0,29.12,36.591,24.881,90.592,37.163
2,4,2,1.0,30.06,39.194,26.114,95.368,38.414
2,4,2,1.0,30.096,38.414,25.937,94.447,38.839
2,4,2,1.0,29.89,38.839,25.593,94.322,38.115
2,4,2,1.0,29.92,38.115,25.733,93.768,37.957
2,4,2,1.0,29.755,37.957,25.748,93.46,37.898
2,4,2,1.0,29.919,37.898,25.831,93.648,37.968
2,4,2,1.0,29.899,37.968,25.694,93.561,37.913
2,4,2,1.0,29.917,37.913,25.815,93.645,38.666
2,4,2,1.0,29.85,38.666,25.271,93.787,37.941
2,4,2,1.0,29.856,37.941,25.764,93.561,37.795
2,4,2,1.0,29.772,37.795,25.702,93.269,37.893
2,4,2,1.0,29.875,37.893,25.882,93.65,38.254
2,4,2,1.0,29.676,38.254,25.226,93.156,37.843
2,4,2,1.0,29.765,37.843,25.62,93.228,37.686
2,4,2,1.0,30.009,37.686,26.272,93.967,38.17
2,4,2,1.0,29.995,38.17,27.333,95.498,38.352
2,4,2,1.0,30.607,38.352,27.116,96.075,41.638
2,4,2,1.0,34.195,41.638,28.593,104.426,39.657
2,4,2,1.0,31.346,39.657,27.539,98.542,38.519
2,4,2,1.0,30.651,38.519,26.065,95.235,38.037
2,4,2,1.0,30.193,38.037,25.8,94.03,38.272
2,4,2,1.0,29.814,38.272,25.99,94.076,39.562
2,4,2,1.0,30.277,39.562,27.511,97.35,40.455
2,4,1,2.0,30.996,40.455,28.31,99.761,42.457
2,4,1,2.0,53.985,42.457,28.925,125.367,41.797
2,4,1,2.0,32.119,41.797,28.646,102.562,42.118
2,4,1,2.0,32.442,42.118,28.742,103.302,41.902
2,4,1,2.0,32.322,41.902,29.248,103.472,42.474
2,4,1,2.0,32.583,42.474,29.453,104.51,42.633
2,4,1,2.0,32.618,42.633,29.948,105.199,43.078
2,4,1,2.0,32.969,43.078,29.505,105.552,42.817
2,4,1,2.0,33.01,42.817,29.372,105.199,43.982
2,4,1,2.0,32.821,43.982,28.673,105.476,42.732
2,4,3,3.0,32.265,42.732,27.971,102.968,42.594
2,4,3,3.0,56.285,42.594,27.749,126.628,39.101
2,4,3,3.0,31.692,39.101,26.321,97.114,38.016
2,4,3,3.0,29.421,38.016,25.536,92.973,37.516
2,4,3,3.0,30.515,37.516,25.313,93.344,37.591
2,4,3,3.0,29.377,37.591,25.38,92.348,37.244
2,4,3,3.0,29.24,37.244,25.248,91.732,37.002
2,4,3,3.0,29.256,37.002,25.019,91.277,37.729
2,4,3,3.0,30.514,37.729,24.916,93.159,36.959
2,4,3,3.0,29.357,36.959,25.08,91.396,36.922
2,4,3,3.0,29.454,36.922,25.055,91.431,37.383
2,4,3,3.0,29.424,37.383,25.199,92.006,37.064
2,4,3,3.0,29.414,37.064,25.21,91.688,37.053
2,4,3,3.0,29.422,37.053,25.845,92.32,37.433
3,6,2,1.0,29.249,37.314,24.857,91.42,37.133
3,6,2,1.0,29.287,37.133,25.296,91.716,37.258
3,6,2,1.0,29.554,37.258,25.176,91.988,37.231
3,6,2,1.0,29.469,37.231,24.977,91.677,37.195
3,6,2,1.0,29.486,37.195,25.065,91.746,37.064
3,6,2,1.0,29.518,37.064,25.093,91.675,37.201
3,6,2,1.0,29.475,37.201,25.084,91.76,36.954
3,6,2,1.0,29.496,36.954,25.114,91.564,36.923
3,6,2,1.0,29.484,36.923,25.108,91.515,37.003
3,6,2,1.0,29.412,37.003,25.072,91.487,36.937
3,6,2,1.0,29.429,36.937,25.197,91.563,37.067
3,6,2,1.0,29.817,37.067,24.997,91.881,37.045
3,6,2,1.0,29.552,37.045,25.012,91.609,37.024
3,6,2,1.0,29.52,37.024,25.019,91.563,36.755
3,6,2,1.0,29.491,36.755,25.685,91.931,36.945
3,6,2,1.0,29.743,36.945,27.033,93.721,37.612
3,6,2,1.0,29.752,37.612,27.707,95.071,40.683
3,6,2,1.0,34.046,40.683,28.982,103.711,39.257
3,6,2,1.0,33.695,39.257,27.069,100.021,37.046
3,6,2,1.0,29.881,37.046,25.229,92.156,36.821
3,6,2,1.0,29.387,36.821,24.887,91.095,36.814
3,6,2,1.0,29.369,36.814,24.924,91.107,36.872
3,6,2,1.0,29.344,36.872,25.419,91.635,38.568
3,6,2,1.0,29.923,38.568,26.497,94.988,42.065
3,6,1,2.0,30.114,42.065,28.613,100.792,40.319
3,6,1,2.0,52.668,40.319,27.879,120.866,40.569
3,6,1,2.0,31.69,40.569,28.161,100.42,40.4
3,6,1,2.0,31.833,40.4,28.234,100.467,40.828
3,6,1,2.0,31.9,40.828,28.81,101.538,41.398
3,6,1,2.0,32.107,41.398,28.97,102.475,41.325
3,6,1,2.0,32.312,41.325,28.798,102.435,41.475
3,6,1,2.0,32.419,41.475,28.863,102.757,41.544
3,6,1,2.0,32.513,41.544,28.214,102.271,42.037
3,6,1,2.0,32.184,42.037,27.703,101.924,41.125
3,6,3,3.0,31.694,41.125,26.892,99.711,38.414
3,6,3,3.0,53.812,38.414,25.163,117.389,36.767
3,6,3,3.0,28.689,36.767,24.862,90.318,36.367
3,6,3,3.0,28.96,36.367,24.791,90.118,36.207
3,6,3,3.0,28.922,36.207,24.488,89.617,36.195
3,6,3,3.0,28.884,36.195,24.714,89.793,36.164
3,6,3,3.0,29.087,36.164,24.446,89.697,36.042
3,6,3,3.0,29.064,36.042,24.332,89.438,36.156
3,6,3,3.0,29.154,36.156,24.331,89.641,36.025
3,6,3,3.0,29.069,36.025,24.444,89.538,36.0
3,6,3,3.0,29.144,36.0,24.435,89.579,36.038
3,6,3,3.0,29.218,36.038,24.411,89.667,35.946
3,6,3,3.0,29.222,35.946,24.514,89.682,36.03
3,6,3,3.0,29.128,36.03,24.585,89.743,36.135
4,3,2,1.0,29.458,38.023,25.363,92.844,37.758
4,3,2,1.0,29.476,37.758,25.371,92.605,37.808
4,3,2,1.0,29.462,37.808,25.293,92.563,37.704
4,3,2,1.0,29.542,37.704,25.522,92.768,37.613
4,3,2,1.0,29.525,37.613,25.559,92.697,37.753
4,3,2,1.0,29.612,37.753,25.368,92.733,37.819
4,3,2,1.0,29.549,37.819,25.434,92.802,37.479
4,3,2,1.0,29.547,37.479,25.37,92.396,37.601
4,3,2,1.0,29.47,37.601,25.368,92.439,37.561
4,3,2,1.0,29.466,37.561,25.401,92.428,37.62
4,3,2,1.0,29.544,37.62,25.237,92.401,37.563
4,3,2,1.0,29.514,37.563,25.391,92.468,37.705
4,3,2,1.0,29.547,37.705,25.369,92.621,37.684
4,3,2,1.0,29.6,37.684,25.388,92.672,37.671
4,3,2,1.0,29.588,37.671,25.935,93.194,37.972
4,3,2,1.0,29.611,37.972,27.864,95.447,38.039
4,3,2,1.0,30.157,38.039,27.638,95.834,42.211
4,3,2,1.0,35.421,42.211,28.12,105.752,39.768
4,3,2,1.0,31.584,39.768,26.177,97.529,37.668
4,3,2,1.0,29.638,37.668,25.343,92.649,37.19
4,3,2,1.0,29.458,37.19,25.585,92.233,37.319
4,3,2,1.0,29.586,37.319,25.707,92.612,37.802
4,3,2,1.0,29.702,37.802,25.848,93.352,38.937
4,3,1,2.0,29.955,38.937,27.026,95.918,41.898
4,3,1,2.0,52.409,41.898,28.42,122.727,41.887
4,3,1,2.0,31.639,41.887,28.371,101.897,41.809
4,3,1,2.0,32.158,41.809,28.674,102.641,41.659
4,3,1,2.0,32.078,41.659,29.074,102.811,41.891
4,3,1,2.0,32.172,41.891,29.211,103.274,42.207
4,3,1,2.0,32.498,42.207,29.429,104.134,41.998
4,3,1,2.0,32.347,41.998,29.34,103.685,42.634
4,3,1,2.0,32.706,42.634,28.923,104.263,42.837
4,3,1,2.0,32.661,42.837,28.544,104.042,42.618
4,3,1,2.0,32.248,42.618,28.178,103.044,41.483
4,3,1,2.0,31.62,41.483,27.554,100.657,40.207
4,3,3,3.0,31.437,40.207,27.21,98.854,37.571
4,3,3,3.0,52.654,37.571,25.434,115.659,37.093
4,3,3,3.0,28.991,37.093,25.013,91.097,36.74
4,3,3,3.0,29.077,36.74,24.884,90.701,36.274
4,3,3,3.0,28.896,36.274,24.666,89.836,36.564
4,3,3,3.0,29.116,36.564,24.712,90.392,36.319
4,3,3,3.0,28.987,36.319,24.742,90.048,36.394
4,3,3,3.0,29.112,36.394,24.679,90.185,36.157
4,3,3,3.0,29.079,36.157,24.628,89.864,36.459
4,3,3,3.0,29.221,36.459,24.685,90.365,36.425
4,3,3,3.0,29.229,36.425,24.717,90.371,36.312
4,3,3,3.0,29.333,36.312,24.825,90.47,36.426
4,3,3,3.0,29.416,36.426,24.854,90.696,36.372
5,2,2,1.0,29.575,37.979,25.304,92.858,37.703
5,2,2,1.0,29.447,37.703,25.219,92.369,37.67
5,2,2,1.0,29.583,37.67,25.452,92.705,37.776
5,2,2,1.0,29.536,37.776,25.385,92.697,37.512
5,2,2,1.0,29.562,37.512,25.684,92.758,37.652
5,2,2,1.0,29.662,37.652,25.348,92.662,37.715
5,2,2,1.0,29.689,37.715,25.456,92.86,37.457
5,2,2,1.0,29.579,37.457,25.29,92.326,37.473
5,2,2,1.0,29.59,37.473,25.433,92.496,37.375
5,2,2,1.0,29.594,37.375,25.379,92.348,37.261
5,2,2,1.0,29.622,37.261,25.353,92.236,37.343
5,2,2,1.0,29.643,37.343,25.003,91.989,37.354
5,2,2,1.0,29.708,37.354,25.334,92.396,37.529
5,2,2,1.0,29.798,37.529,25.428,92.755,37.303
5,2,2,1.0,29.79,37.303,25.83,92.923,37.906
5,2,2,1.0,29.679,37.906,27.695,95.28,38.347
5,2,1,2.0,30.445,38.347,27.159,95.951,40.76
5,2,1,2.0,51.724,40.76,27.785,120.269,42.102
5,2,1,2.0,32.126,42.102,28.618,102.846,42.617
5,2,1,2.0,33.006,42.617,28.729,104.352,43.351
5,2,1,2.0,33.765,43.351,29.477,106.593,47.11
5,2,1,2.0,34.243,47.11,30.379,111.732,45.054
5,2,1,2.0,35.278,45.054,28.969,109.301,43.323
5,2,1,3.0,33.033,43.323,29.299,105.655,41.74
5,2,1,3.0,53.064,41.74,28.334,123.138,41.348
5,2,1,3.0,32.252,41.348,28.002,101.602,41.321
5,2,1,3.0,32.289,41.321,28.689,102.299,42.069
5,2,1,3.0,32.66,42.069,29.221,103.95,42.098
5,2,1,3.0,32.75,42.098,28.947,103.795,41.794
5,2,1,3.0,32.727,41.794,28.696,103.217,42.268
5,2,1,3.0,32.822,42.268,28.514,103.604,42.147
5,2,1,3.0,32.363,42.147,27.905,102.415,41.036
5,2,3,4.0,31.807,41.036,27.248,100.091,38.515
5,2,3,4.0,53.271,38.515,26.025,117.811,37.097
5,2,3,4.0,29.086,37.097,25.298,91.481,36.635
5,2,3,4.0,29.065,36.635,25.178,90.878,36.276
5,2,3,4.0,29.019,36.276,24.74,90.035,36.325
5,2,3,4.0,28.93,36.325,24.577,89.832,36.106
5,2,3,4.0,28.997,36.106,24.645,89.748,36.174
5,2,3,4.0,29.086,36.174,24.673,89.933,36.21
5,2,3,4.0,29.015,36.21,24.686,89.911,36.266
5,2,3,4.0,29.135,36.266,24.65,90.051,36.412
5,2,3,4.0,29.193,36.412,24.684,90.289,36.463
5,2,3,4.0,29.05,36.463,24.691,90.204,36.65
5,2,3,4.0,29.311,36.65,24.968,90.929,36.846
5,2,3,4.0,29.114,36.846,24.528,90.488,36.704
6,3,2,1.0,29.711,38.986,25.519,94.216,38.149
6,3,2,1.0,29.6,38.149,25.51,93.259,38.197
6,3,2,1.0,29.503,38.197,25.41,93.11,38.02
6,3,2,1.0,29.414,38.02,25.565,92.999,38.24
6,3,2,1.0,29.7,38.24,25.604,93.544,38.107
6,3,2,1.0,30.03,38.107,25.597,93.734,37.996
6,3,2,1.0,29.649,37.996,25.559,93.204,37.721
6,3,2,1.0,29.654,37.721,25.408,92.783,37.54
6,3,2,1.0,29.669,37.54,25.438,92.647,37.63
6,3,2,1.0,29.617,37.63,25.424,92.671,37.469
6,3,2,1.0,29.664,37.469,25.398,92.531,37.597
6,3,2,1.0,29.722,37.597,25.421,92.74,37.546
6,3,2,1.0,29.441,37.546,25.519,92.506,37.731
6,3,2,1.0,29.612,37.731,25.61,92.953,37.55
6,3,2,1.0,29.62,37.55,26.316,93.486,37.886
6,3,2,1.0,29.733,37.886,27.042,94.661,37.671
6,3,2,1.0,30.032,37.671,27.027,94.73,40.873
6,3,2,1.0,34.669,40.873,27.963,103.505,38.248
6,3,2,1.0,30.846,38.248,26.087,95.181,37.862
6,3,2,1.0,29.867,37.862,25.755,93.484,37.757
6,3,2,1.0,29.641,37.757,25.368,92.766,37.918
6,3,2,1.0,29.943,37.918,25.417,93.278,37.972
6,3,2,1.0,29.826,37.972,25.827,93.625,38.966
6,3,2,1.0,29.923,38.966,26.261,95.15,44.649
6,3,1,2.0,30.824,44.649,29.993,105.466,42.073
6,3,1,2.0,54.214,42.073,29.012,125.299,41.454
6,3,1,2.0,33.006,41.454,28.382,102.842,41.233
6,3,1,2.0,32.197,41.233,28.703,102.133,42.17
6,3,1,2.0,32.369,42.17,29.521,104.06,42.275
6,3,1,2.0,32.999,42.275,29.81,105.084,42.198
6,3,1,2.0,32.6,42.198,30.468,105.266,42.868
6,3,1,2.0,33.424,42.868,29.843,106.135,43.409
6,3,1,2.0,32.926,43.409,29.222,105.557,42.725
6,3,3,3.0,32.486,42.725,28.4,103.611,40.862
6,3,3,3.0,55.995,40.862,27.074,123.931,38.002
6,3,3,3.0,29.463,38.002,25.747,93.212,37.607
6,3,3,3.0,29.092,37.607,25.372,92.071,36.768
6,3,3,3.0,28.982,36.768,24.86,90.61,36.538
6,3,3,3.0,28.933,36.538,24.622,90.093,36.552
6,3,3,3.0,29.036,36.552,24.866,90.454,36.595
6,3,3,3.0,29.228,36.595,25.519,91.342,36.652
6,3,3,3.0,29.874,36.652,25.196,91.722,36.532
6,3,3,3.0,29.338,36.532,25.261,91.131,36.601
6,3,3,3.0,29.399,36.601,25.036,91.036,36.706
6,3,3,3.0,29.356,36.706,24.891,90.953,36.645
6,3,3,3.0,29.248,36.645,24.91,90.803,36.683
6,3,3,3.0,29.487,36.683,24.973,91.143,36.777
6,3,3,3.0,29.456,36.777,25.236,91.469,37.048
7,5,2,1.0,29.225,37.918,25.045,92.188,37.536
7,5,2,1.0,29.279,37.536,25.176,91.991,37.452
7,5,2,1.0,29.32,37.452,25.204,91.976,37.239
7,5,2,1.0,29.363,37.239,25.114,91.716,37.443
7,5,2,1.0,29.368,37.443,25.085,91.896,37.223
7,5,2,1.0,29.557,37.223,25.291,92.071,37.16
7,5,2,1.0,29.566,37.16,25.292,92.018,37.179
7,5,2,1.0,29.558,37.179,25.239,91.976,37.134
7,5,2,1.0,29.516,37.134,25.18,91.83,37.15
7,5,2,1.0,29.417,37.15,25.181,91.748,37.046
7,5,2,1.0,29.501,37.046,25.171,91.718,36.95
7,5,2,1.0,29.496,36.95,25.026,91.472,37.048
7,5,2,1.0,29.3,37.048,25.059,91.407,36.994
7,5,2,1.0,29.38,36.994,24.572,90.946,36.807
7,5,2,1.0,29.378,36.807,25.505,91.69,37.055
7,5,2,1.0,29.606,37.055,27.643,94.304,37.024
7,5,2,1.0,29.647,37.024,27.454,94.125,40.852
7,5,2,1.0,32.74,40.852,27.844,101.436,39.513
7,5,2,1.0,32.09,39.513,26.101,97.704,37.163
7,5,2,1.0,29.432,37.163,24.918,91.513,36.786
7,5,2,1.0,29.314,36.786,24.76,90.86,36.841
7,5,2,1.0,29.451,36.841,24.884,91.176,36.747
7,5,2,1.0,29.489,36.747,25.393,91.629,38.185
7,5,2,1.0,29.696,38.185,26.426,94.307,42.458
7,5,1,2.0,30.452,42.458,28.605,101.515,40.758
7,5,1,2.0,52.053,40.758,28.104,120.915,40.61
7,5,1,2.0,31.594,40.61,28.062,100.266,40.583
7,5,1,2.0,31.98,40.583,28.154,100.717,40.682
7,5,1,2.0,31.855,40.682,28.776,101.313,41.072
7,5,1,2.0,32.262,41.072,28.882,102.216,41.234
7,5,1,2.0,32.409,41.234,28.964,102.607,41.716
7,5,1,2.0,32.496,41.716,28.866,103.078,41.786
7,5,1,2.0,32.639,41.786,28.51,102.935,42.138
7,5,1,2.0,32.53,42.138,27.672,102.34,40.846
7,5,1,2.0,31.936,40.846,27.004,99.786,39.844
7,5,3,3.0,31.328,39.844,26.827,97.999,37.147
7,5,3,3.0,52.596,37.147,25.097,114.84,36.307
7,5,3,3.0,28.786,36.307,24.64,89.733,36.462
7,5,3,3.0,28.934,36.462,24.61,90.006,35.997
7,5,3,3.0,28.826,35.997,24.439,89.262,36.086
7,5,3,3.0,29.102,36.086,24.564,89.752,35.883
7,5,3,3.0,29.062,35.883,24.69,89.635,36.099
7,5,3,3.0,29.406,36.099,24.455,89.96,36.187
7,5,3,3.0,29.118,36.187,24.533,89.838,36.196
7,5,3,3.0,29.274,36.196,25.086,90.556,36.639
7,5,3,3.0,29.176,36.639,24.7,90.515,36.445
7,5,3,3.0,29.399,36.445,24.7,90.544,36.576
7,5,3,3.0,29.324,36.576,24.869,90.769,36.65
8,0,3,1.0,29.749,38.711,25.386,93.846,38.313
8,0,3,1.0,29.591,38.313,25.575,93.479,38.098
8,0,3,1.0,29.764,38.098,25.454,93.316,37.863
8,0,3,1.0,29.757,37.863,25.59,93.21,38.133
8,0,3,1.0,29.727,38.133,25.756,93.616,39.145
8,0,3,1.0,30.502,39.145,25.536,95.183,38.691
8,0,3,1.0,29.827,38.691,25.272,93.79,37.931
8,0,3,1.0,30.112,37.931,25.855,93.898,37.779
8,0,3,1.0,30.162,37.779,25.902,93.843,37.823
8,0,3,1.0,30.102,37.823,25.921,93.846,37.893
8,0,3,1.0,30.203,37.893,25.975,94.071,38.095
8,0,3,1.0,30.327,38.095,26.069,94.491,38.266
8,0,3,1.0,30.357,38.266,26.67,95.293,38.341
8,0,3,1.0,30.406,38.341,26.137,94.884,38.301
8,0,3,1.0,30.525,38.301,27.696,96.522,39.546
8,0,3,1.0,30.742,39.546,28.447,98.735,39.291
8,0,1,2.0,31.134,39.291,28.072,98.497,41.025
8,0,2,3.0,51.816,41.025,28.184,121.025,38.195
8,0,2,3.0,50.465,38.195,26.548,115.208,38.101
8,0,2,3.0,30.474,38.101,26.913,95.488,39.802
8,0,2,3.0,30.69,39.802,27.513,98.005,45.654
8,0,1,4.0,30.982,45.654,30.796,107.432,41.327
8,0,1,4.0,52.83,41.327,28.579,122.736,40.992
8,0,1,4.0,32.178,40.992,28.546,101.716,41.099
8,0,1,4.0,32.379,41.099,28.884,102.362,41.764
8,0,1,4.0,32.292,41.764,29.28,103.336,41.93
8,0,1,4.0,32.492,41.93,29.597,104.019,42.158
8,0,1,4.0,32.773,42.158,29.742,104.673,42.575
8,0,1,4.0,33.217,42.575,29.498,105.29,43.563
8,0,1,4.0,32.936,43.563,29.012,105.511,42.351
8,0,1,4.0,32.526,42.351,28.118,102.995,41.176
8,0,1,4.0,32.124,41.176,27.915,101.215,40.766
8,0,2,5.0,32.044,40.766,29.425,102.235,39.227
8,0,2,5.0,53.132,39.227,27.771,120.13,37.467
8,0,2,5.0,30.216,37.467,25.155,92.838,36.859
8,0,2,5.0,29.139,36.859,25.116,91.114,36.785
8,0,2,5.0,29.223,36.785,25.179,91.187,36.643
8,0,2,5.0,29.302,36.643,25.139,91.084,36.535
8,0,2,5.0,29.356,36.535,25.037,90.928,36.497
8,0,2,5.0,29.305,36.497,25.15,90.952,36.39
8,0,2,5.0,29.417,36.39,25.068,90.875,36.554
8,0,2,5.0,29.427,36.554,27.618,93.599,38.774
8,0,2,5.0,32.23,38.774,24.927,95.931,36.557
8,0,2,5.0,29.398,36.557,25.105,91.06,36.681
9,8,0,1.0,29.472,37.864,25.606,92.942,37.432
9,8,0,1.0,29.325,37.432,25.583,92.34,37.902
9,8,0,1.0,29.338,37.902,25.33,92.57,37.473
9,8,0,1.0,29.469,37.473,25.169,92.111,37.495
9,8,0,1.0,29.44,37.495,25.315,92.25,38.463
9,8,0,1.0,29.555,38.463,25.295,93.313,38.411
9,8,0,1.0,29.702,38.411,25.294,93.407,37.819
9,8,0,1.0,29.471,37.819,25.51,92.8,37.691
9,8,0,1.0,29.426,37.691,25.592,92.709,37.656
9,8,0,1.0,29.452,37.656,25.383,92.491,37.736
9,8,0,1.0,29.468,37.736,25.305,92.509,37.832
9,8,0,1.0,29.556,37.832,25.384,92.772,37.698
9,8,0,1.0,29.42,37.698,25.37,92.488,37.735
9,8,0,1.0,29.51,37.735,25.457,92.702,38.173
9,8,0,1.0,29.905,38.173,26.153,94.231,38.196
9,8,0,1.0,29.675,38.196,26.958,94.829,37.842
